,name,state,year,count,committee,full_name,unique_committees_count
1148,larson,Connecticut,2015,79,"['Committee On Select Revenue Measures', 'Committee On Social Security', 'Committee On Tax Policy', 'Committee On Ways And Means']",John B. Larson,4
1149,larson,Connecticut,2017,47,"['Committee On Social Security', 'Committee On Tax Policy', 'Committee On Ways And Means', 'Committee On Ways And Means']",John B. Larson,4
1150,larson,Connecticut,2019,12,"['Committee On Select Revenue Measures', 'Committee On Social Security', 'Committee On Ways And Means']",John B. Larson,3
1151,latta,Ohio,2013,186,['Committee On Energy And Commerce'],Robert E. Latta,1
1152,latta,Ohio,2015,178,"['Committee On Energy And Commerce', 'Committee On Energy And Commerce']",Robert E. Latta,2
1153,latta,Ohio,2017,175,['Committee On Energy And Commerce'],Robert E. Latta,1
1154,latta,Ohio,2019,92,['Committee On Energy And Commerce'],Robert E. Latta,1
1155,latta,Ohio,2021,52,"['Committee On Energy And Commerce', 'Committee On The Modernization Of Congress']",Robert E. Latta,2
1156,laturner,Kansas,2021,249,"['Committee On Cybersecurity, Infrastructure Protection, And', 'Committee On Homeland Security', 'Committee On Intelligence And Counterterrorism', 'Committee On Oversight And Reform', 'Committee On Science, Space, And Technology']",Jake Laturner,5
1157,lawrence,Michigan,2015,250,"['Committee On Oversight And Government Reform', 'Committee On Small Business']",Brenda Lawrence,2
1158,lawrence,Michigan,2017,60,"['Committee On Oversight And Government Reform', 'Committee On Transportation And Infrastructure']",['Brenda L. Lawrence' 'Brenda Lawrence'],2
1159,lawrence,Michigan,2019,127,['Committee On Oversight And Reform'],Brenda L. Lawrence,1
1160,lawrence,Michigan,2021,100,['Committee On Oversight And Reform'],Brenda L. Lawrence,1
1161,lawrence,Mississippi,2017,1,['Committee On Oversight & Government Reform'],Brenda Lawrence,1
1162,lawrenceburg,Indiana,2019,1,['Committee On Oversight And Reform'],In Lawrenceburg,1
1163,lawson,Florida,2019,112,['Committee On Financial Services'],Al Lawson,1
1164,lawson,Florida,2021,109,['Committee On Financial Services'],Al Lawson,1
1165,lee,California,2013,9,['Committee On The Budget'],Barbara Lee,1
1166,lee,California,2015,2,['Committee On The Budget'],Barbara Lee,1
1167,lee,California,2017,14,['Committee On The Budget'],Barbara Lee,1
1168,lee,California,2019,29,['Committee On The Budget'],Barbara Lee,1
1169,lee,California,2021,17,"['Committee On Crime, Terrorism, And Homeland Security', 'Committee On The Budget']",Sheila Jackson Lee,2
1170,lee,Nevada,2019,165,"['Committee On Civil Rights And Human Services', 'Committee On Economic Opportunity', 'Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment', 'Committee On Technology Modernization', ""Committee On Veterans' Affairs""]",Susie Lee,6
1171,lee,Texas,2013,238,"['Committee On Border And Maritime Security', 'Committee On Homeland Security', 'Committee On The Judiciary', 'Committee On Transportation Security']",Sheila Jackson Lee,4
1172,lee,Texas,2015,209,"['Committee On Border And Maritime Security', 'Committee On Cybersecurity, Infrastructure Protection, And Security', 'Committee On Homeland Security', 'Committee On The Judiciary']",Sheila Jackson Lee,4
1173,lee,Texas,2017,180,"['Committee On Counterterrorism And Intelligence', 'Committee On Cybersecurity And Infrastructure Protection', 'Committee On Homeland Security', 'Committee On The Budget', 'Committee On The Judiciary']",Sheila Jackson Lee,5
1174,lee,Texas,2019,275,"['Committee On Crime, Terrorism, And Homeland Security', 'Committee On Cybersecurity, Infrastructure Protection, And', 'Committee On Homeland Security', 'Committee On Immigration And Citizenship', 'Committee On Intelligence And Counterterrorism', 'Committee On Judiciary', 'Committee On The Budget', 'Committee On The Consititution, Civil Rights,', 'Committee On The Constitution, Civil Rights,', 'Committee On The Constitution, Civil Rights, And Civil Liberties', 'Committee On The Judiciary', 'Committee On The Judiciary']",Sheila Jackson Lee,12
1175,lee,Texas,2021,233,"['Committee On Crime, Terrorism, And Homeland Security', 'Committee On Cybersecurity, Infrastructure Protection, And', 'Committee On Emergency Preparedness, Response, And Recovery', 'Committee On Homeland Security', 'Committee On Immigration And Citizenship', 'Committee On Intelligence And Counterterrorism', 'Committee On The Budget', 'Committee On The Constitution, Civil Rights,', 'Committee On The Judiciary']",Sheila Jackson Lee,9
1176,lesko,Arizona,2017,33,"['Committee On Emergency Preparedness, Response, And Communications', 'Committee On Homeland Security', 'Committee On Science, Space, And Technology', 'Committee On Transportation And Protective Security']",Debbie Lesko,4
1177,lesko,Arizona,2019,232,"['Committee On Border Security, Facilitation,', 'Committee On Border Security, Facilitation, And Operations', 'Committee On Crime, Terrorism, And Homeland Security', 'Committee On Homeland Security', 'Committee On Immigration And Citizenship', 'Committee On Judiciary', 'Committee On Rules', 'Committee On The Judiciary', 'Committee On Transportation And Maritime Security', 'Committee On Homeland Security']",Debbie Lesko,10
1178,lesko,Arizona,2021,32,"['Committee On Energy And Commerce', 'Committee On Rules']",Debbie Lesko,2
1179,letlow,Louisiana,2021,64,"['Committee On Agriculture', 'Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment']",Julia Letlow,4
1180,letter,Kansas,2021,1,['Committee On Oversight And Reform'],* Letter,1
1181,levin,California,2019,97,"['Committee On Economic Opportunity', 'Committee On Health', 'Committee On The Climate Crisis', ""Committee On Veterans' Affairs"", 'Committee On Natural Resources']",Mike Levin,5
1182,levin,California,2021,15,"['Committee On The Climate Crisis', 'Committee On The Climate Crisis']",Mike Levin,2
1183,levin,Michigan,2013,69,['Committee On Ways And Means'],Sander M. Levin,1
1184,levin,Michigan,2015,66,['Committee On Ways And Means'],Sander M. Levin,1
1185,levin,Michigan,2017,42,"['Committee On Health', 'Committee On Trade', 'Committee On Ways And Means', 'Committee On Ways And Means']",Sander M. Levin,4
1186,levin,Michigan,2019,199,"['Committee On Foreign Affairs', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Investment', 'Committee On Foreign Affairs', 'Committee On Foreign Affairs', 'Committee On Education And Labor']",Andy Levin,6
1187,levin,Michigan,2021,93,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And Labor', 'Committee On Foreign Affairs', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Foreign Affairs']",Andy Levin,5
1188,lewis,Georgia,2013,86,"['Committee On Human Resources', 'Committee On Oversight', 'Committee On Ways And Means']",John Lewis,3
1189,lewis,Georgia,2015,91,"['Committee On Health', 'Committee On Human Resources', 'Committee On Oversight', 'Committee On Ways And Means']",John Lewis,4
1190,lewis,Georgia,2017,48,"['Committee On Oversight', 'Committee On Ways And Means', 'Committee On Ways And Means']",John Lewis,3
1191,lewis,Georgia,2019,11,"['Committee On Oversight', 'Committee On Ways And Means']",John Lewis,2
1192,lewis,Minnesota,2017,124,"['Committee On Education And The Workforce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Development', 'Committee On The Budget', 'Committee On Transportation And Infrastructure']",Jason Lewis,5
1193,liaison,Arizona,2021,1,['Committee On Oversight And Reform'],Liaison,1
1194,lieu,California,2015,183,"['Committee On Information Technology', 'Committee On Oversight And Government Reform', 'Committee On The Budget']",Ted Lieu,3
1195,lieu,California,2017,243,"['Committee On Courts, Intellectual Property, And The Internet', 'Committee On Foreign Affairs', 'Committee On The Judiciary']",Ted Lieu,3
1196,lieu,California,2019,244,"['Committee On Courts, Intellectual Property,', 'Committee On Courts, Intellectual Property,', 'Committee On Courts, Intellectual Property, And', 'Committee On Courts, Intellectual Property, And The Internet', 'Committee On Crime, Terrorism, And Homeland Security', 'Committee On Foreign Affairs', 'Committee On Judiciary', 'Committee On Oversight And Investigations', 'Committee On The Judiciary', 'Committee On The Middle East, North Africa, And International', 'Committee On Foreign Affairs', 'Committee On The Judiciary', 'Committee On Foreign Affairs', 'Committee On The Judiciary']",Ted Lieu,14
1197,lieu,California,2021,157,"['Committee On Courts, Intellectual Property, And', 'Committee On Crime, Terrorism, And Homeland Security', 'Committee On Foreign Affairs', 'Committee On The Judiciary', 'Committee On Foreign Affairs']",Ted Lieu,5
1198,line,Pennsylvania,2019,1,['Committee On Oversight And Reform'],The State--Or Right Across The Line,1
1199,lipinski,Illinois,2013,184,"['Committee On Research And Technology', 'Committee On Science, Space, And Technology', 'Committee On Transportation And Infrastructure']",Daniel Lipinski,3
1200,lipinski,Illinois,2015,142,"['Committee On Science, Space, And Technology', 'Committee On Transportation And Infrastructure']",Daniel Lipinski,2
1201,lipinski,Illinois,2017,134,"['Committee On Research And Technology', 'Committee On Science, Space, And Technology', 'Committee On Transportation And Infrastructure']",Daniel Lipinski,3
1202,lipinski,Illinois,2019,148,"['Committee On Science, Space, And Technology', 'Committee On Transportation And Infrastructure']",Daniel Lipinski,2
1203,lobiondo,New Jersey,2013,146,"['Committee On Armed Services', 'Committee On Readiness', 'Committee On Tactical Air And Land Forces', 'Committee On Transportation And Infrastructure']",Frank A. Lobiondo,4
1204,lobiondo,New Jersey,2015,110,"['Committee On Armed Services', 'Committee On Readiness', 'Committee On Tactical Air And Land Forces', 'Committee On Transportation And Infrastructure']",Frank A. Lobiondo,4
1205,lobiondo,New Jersey,2017,118,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Emerging Threats And Capabilities', 'Committee On Tactical Air And Land Forces', 'Committee On Transportation And Infrastructure']",Frank A. Lobiondo,5
1206,loebsack,Iowa,2013,166,"['Committee On Armed Services', 'Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Training', 'Committee On Military Personnel', 'Committee On Readiness']",David Loebsack,7
1207,loebsack,Iowa,2015,177,['Committee On Energy And Commerce'],David Loebsack,1
1208,loebsack,Iowa,2017,175,['Committee On Energy And Commerce'],David Loebsack,1
1209,loebsack,Iowa,2019,92,['Committee On Energy And Commerce'],David Loebsack,1
1210,lofgren,California,2013,232,"['Committee On House Administration', 'Committee On Research And Technology', 'Committee On Science, Space, And Technology', 'Committee On The Judiciary', 'Committee On House Administration']",Zoe Lofgren,5
1211,lofgren,California,2015,207,"['Committee On House Administration', 'Committee On Science, Space, And Technology', 'Committee On The Judiciary', 'Committee On House Administration']",Zoe Lofgren,4
1212,lofgren,California,2017,143,"['Committee On Courts, Intellectual Property, And The Internet', 'Committee On Science, Space, And Technology', 'Committee On The Judiciary']",Zoe Lofgren,3
1213,lofgren,California,2019,214,"['Committee On Courts, Intellectual Property,', 'Committee On Courts, Intellectual Property,', 'Committee On Courts, Intellectual Property, And', 'Committee On Courts, Intellectual Property, And The Internet', 'Committee On House Administration', 'Committee On House Adminstration', 'Committee On Immigration And Citizenship', 'Committee On Judiciary', 'Committee On Science, Space, And Technology', 'Committee On The Judiciary']",Zoe Lofgren,10
1214,lofgren,California,2021,193,"['Committee On Courts, Intellectual Property, And', 'Committee On House Administration', 'Committee On Immigration And Citizenship', 'Committee On Science, Space, And Technology', 'Committee On The Judiciary', 'Committee On The Modernization Of Congress', 'Committee On House Administration']",Zoe Lofgren,7
1215,long,Missouri,2013,186,['Committee On Energy And Commerce'],Billy Long,1
1216,long,Missouri,2015,178,"['Committee On Energy And Commerce', 'Committee On Energy And Commerce']",Billy Long,2
1217,long,Missouri,2017,175,['Committee On Energy And Commerce'],Billy Long,1
1218,long,Missouri,2019,92,['Committee On Energy And Commerce'],Billy Long,1
1219,long,Missouri,2021,31,['Committee On Energy And Commerce'],Billy Long,1
1220,loudermilk,Georgia,2015,200,"['Committee On Emergency Preparedness, Response, And Communications', 'Committee On Homeland Security', 'Committee On Oversight And Management Efficiency', 'Committee On Science, Space, And Technology']",Barry Loudermilk,4
1221,loudermilk,Georgia,2017,194,"['Committee On Financial Services', 'Committee On Financial Services', 'Committee On Science, Space, And Technology']",Barry Loudermilk,3
1222,loudermilk,Georgia,2019,120,"['Committee On Financial Services', 'Committee On House Administration', 'Committee On House Adminstration']",Barry Loudermilk,3
1223,loudermilk,Georgia,2021,130,"['Committee On Financial Services', 'Committee On House Administration']",Barry Loudermilk,2
1224,love,Utah,2015,112,['Committee On Financial Services'],Mia Love,1
1225,love,Utah,2017,120,"['Committee On Financial Services', 'Committee On Financial Services']",Mia Love,2
1226,lowenthal,California,2013,241,['Committee On Foreign Affairs'],Alan S. Lowenthal,1
1227,lowenthal,California,2015,239,['Committee On Foreign Affairs'],Alan S. Lowenthal,1
1228,lowenthal,California,2017,56,['Committee On Transportation And Infrastructure'],Alan S. Lowenthal,1
1229,lowenthal,California,2019,68,"['Committee On Transportation And Infrastructure', 'Committee On Natural Resources']",Alan S. Lowenthal,2
1230,lowenthal,California,2021,55,"['Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure']",Alan S. Lowenthal,4
1231,lucas,Oklahoma,2013,217,"['Committee On Agriculture', 'Committee On Financial Services', 'Committee On Science, Space, And Technology']",Frank D. Lucas,3
1232,lucas,Oklahoma,2015,268,"['Committee On Agriculture', 'Committee On Financial Services', 'Committee On Science, Space, And Technology']",Frank D. Lucas,3
1233,lucas,Oklahoma,2017,212,"['Committee On Agriculture', 'Committee On Financial Services', 'Committee On Financial Services', 'Committee On Research And Technology', 'Committee On Science, Space, And Technology']",Frank D. Lucas,5
1234,lucas,Oklahoma,2019,187,"['Committee On Financial Services', 'Committee On Science, Space, And Technology']",Frank D. Lucas,2
1235,lucas,Oklahoma,2021,160,"['Committee On Financial Services', 'Committee On Science, Space, And Technology']",Frank Lucas,2
1236,luetkemer,Missouri,2013,44,['Committee On Small Business'],Blaine Luetkemer,1
1237,luetkemeyer,Missouri,2013,127,"['Committee On Financial Services', 'Committee On Small Business']",Blaine Luetkemeyer,2
1238,luetkemeyer,Missouri,2015,185,"['Committee On Financial Services', 'Committee On Small Business']",Blaine Luetkemeyer,2
1239,luetkemeyer,Missouri,2017,209,"['Committee On Financial Services', 'Committee On Financial Services', 'Committee On Small Business']",Blaine Luetkemeyer,3
1240,luetkemeyer,Missouri,2019,112,['Committee On Financial Services'],Blaine Luetkemeyer,1
1241,luetkemeyer,Missouri,2021,177,"['Committee On Financial Services', 'Committee On Small Business', 'Committee On Small Business']",Blaine Luetkemeyer,3
1242,lujan,New Mexico,2013,186,['Committee On Energy And Commerce'],Ben Ray Lujan,1
1243,lujan,New Mexico,2015,177,['Committee On Energy And Commerce'],Ben Ray Lujan,1
1244,lujan,New Mexico,2017,175,['Committee On Energy And Commerce'],Ben Ray Lujan,1
1245,lujan,New Mexico,2019,109,"['Committee On Energy And Commerce', 'Committee On The Climate Crisis']",Ben Ray Lujan,2
1246,lummis,Wyoming,2013,257,"['Committee On Oversight And Government Reform', 'Committee On Research And Technology', 'Committee On Science, Space, And Technology']",Cynthia Lummis,3
1247,lummis,Wyoming,2015,177,['Committee On Oversight And Government Reform'],Cynthia M. Lummis,1
1248,luria,Virginia,2019,125,"['Committee On Armed Services', 'Committee On Disability Assistance And Memorial Affairs', 'Committee On Economic Opportunity', 'Committee On Military Personnel', 'Committee On Seapower And Projection Forces', ""Committee On Veterans' Affairs""]",Elaine G. Luria,6
1249,luria,Virginia,2021,114,"['Committee On Armed Services', 'Committee On Homeland Security', 'Committee On Readiness', 'Committee On Seapower And Projection Forces', 'Committee On Transportation And Maritime Security']",Elaine G. Luria,5
1250,lynch,Massachusetts,2013,261,"['Committee On Financial Services', 'Committee On Oversight And Government Reform']",Stephen F. Lynch,2
1251,lynch,Massachusetts,2015,300,"['Committee On Financial Services', 'Committee On Oversight And Government Reform']",Stephen F. Lynch,2
1252,lynch,Massachusetts,2017,128,"['Committee On Financial Services', 'Committee On Financial Services', 'Committee On Information Technology', 'Committee On Oversight And Government Reform']",['Stephen F. Lynch' 'Stephen Lynch'],4
1253,lynch,Massachusetts,2019,305,"['Committee On Financial Services', 'Committee On Oversight And Reform', 'Committee On Transportation And Infrastructure']",Stephen F. Lynch,3
1254,lynch,Massachusetts,2021,264,"['Committee On Financial Services', 'Committee On Oversight And Reform', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure']",Stephen F. Lynch,5
1255,lyons,New York,2021,1,['Committee On Oversight And Reform'],Nicole Lyons,1
1256,macarthur,New Jersey,2015,63,"['Committee On Armed Services', 'Committee On Military Personnel', 'Committee On Tactical Air And Land Forces']",Thomas Macarthur,3
1257,macarthur,New Jersey,2017,120,"['Committee On Financial Services', 'Committee On Financial Services']",Thomas Macarthur,2
1258,mace,South Carolina,2021,154,"['Committee On Oversight And Reform', 'Committee On Transportation And Infrastructure']",Nancy Mace,2
1259,madison,Georgia,2019,1,['Committee On Oversight And Reform'],``I Co-Own A Small Business In Madison,1
1260,madison,Wisconsin,2021,2,"['Committee On Oversight And Reform', 'Committee On Oversight And Reform']",Madison,2
1261,maffei,New York,2013,159,"['Committee On Armed Services', 'Committee On Intelligence, Emerging Threats And Capabilities', 'Committee On Science, Space, And Technology', 'Committee On Tactical Air And Land Forces']",Daniel B. Maffei,4
1262,magna,Utah,2019,1,['Committee On Oversight And Reform'],Jackson Drache (Ph) From Magna,1
1263,malfa,California,2019,1,['Committee On Transportation And Infrastructure'],Doug Malfa,1
1264,malinowski,New Jersey,2019,186,"['Committee On Foreign Affairs', 'Committee On Oversight And Investigations', 'Committee On The Middle East, North Africa, And International', 'Committee On Transportation And Infrastructure', 'Committee On Foreign Affairs', 'Committee On Foreign Affairs']",Tom Malinowski,6
1265,malinowski,New Jersey,2021,191,"['Committee On Foreign Affairs', 'Committee On Homeland Security', 'Committee On Intelligence And Counterterrorism', 'Committee On Transportation And Infrastructure', 'Committee On Foreign Affairs', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure']",Tom Malinowski,8
1266,malliotakis,New York,2021,108,"['Committee On Foreign Affairs', 'Committee On Transportation And Infrastructure']",Nicole Malliotakis,2
1267,maloney,New York,2013,367,"['Committee On Agriculture', 'Committee On Financial Services', 'Committee On Oversight And Government Reform', 'Committee On Transportation And Infrastructure']",Sean Patrick Maloney,4
1268,maloney,New York,2015,401,"['Committee On Agriculture', 'Committee On Financial Services', 'Committee On Oversight And Government Reform', 'Committee On Transportation And Infrastructure']",Sean Patrick Maloney,4
1269,maloney,New York,2017,195,"['Committee On Agriculture', 'Committee On Financial Services', 'Committee On Financial Services', 'Committee On Oversight & Government Reform', 'Committee On Oversight And Government Reform', 'Committee On Transportation And Infrastructure']",Sean Patrick Maloney,6
1270,maloney,New York,2019,335,"['Committee On Agriculture', 'Committee On Financial Services', 'Committee On Oversight And Reform', 'Committee On Transportation And Infrastructure']",Sean Patrick Maloney,4
1271,maloney,New York,2021,297,"['Committee On Agriculture', 'Committee On Financial Services', 'Committee On Oversight And Reform', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure']",Sean Patrick Maloney,6
1272,mann,Kansas,2021,39,['Committee On Agriculture'],Tracey Mann,1
1273,manning,North Carolina,2021,97,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And Labor', 'Committee On Foreign Affairs', 'Committee On Higher Education And Workforce Investment', 'Committee On Foreign Affairs']",Kathy E. Manning,5
1274,marchant,Texas,2013,169,"['Committee On Early Childhood,', 'Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Early Childhood,Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Human Resources', 'Committee On Oversight', 'Committee On Select Revenue Measures', 'Committee On Ways And Means']",Kenny Marchant,9
1275,marchant,Texas,2015,88,"['Committee On Health', 'Committee On Oversight', 'Committee On Trade', 'Committee On Ways And Means']",Kenny Marchant,4
1276,marchant,Texas,2017,40,"['Committee On Health', 'Committee On Tax Policy', 'Committee On Ways And Means', 'Committee On Ways And Means']",Kenny Marchant,4
1277,marchant,Texas,2019,9,['Committee On Ways And Means'],Kenny Marchant,1
1278,marino,Pennsylvania,2013,485,"['Committee On Border And Maritime Security', 'Committee On Cybersecurity, Infrastructure Protection, And Security', 'Committee On Emergency Preparedness, Response, And Communications', 'Committee On Foreign Affairs', 'Committee On Homeland Security', 'Committee On The Judiciary']",Tom Marino,6
1279,marino,Pennsylvania,2015,441,"['Committee On Cybersecurity, Infrastructure Protection, And Security', 'Committee On Emergency Preparedness, Response, And Communications', 'Committee On Foreign Affairs', 'Committee On Homeland Security', 'Committee On The Judiciary']",Tom Marino,5
1280,marino,Pennsylvania,2017,267,"['Committee On Courts, Intellectual Property, And The Internet', 'Committee On Emergency Preparedness, Response, And Communications', 'Committee On Foreign Affairs', 'Committee On Homeland Security', 'Committee On Oversight And Management Efficiency', 'Committee On The Judiciary']",Tom Marino,6
1281,markey,Massachusetts,2013,74,['Committee On Energy And Commerce'],Edward J. Markey,1
1282,marlboro,Maryland,2019,1,"['Committee On Science, Space, And Technology']",Excellence Facility In Upper Marlboro,1
1283,marshall,Kansas,2017,181,"['Committee On Agriculture', 'Committee On Research And Technology', 'Committee On Science, Space, And Technology', 'Committee On Small Business']",Roger W. Marshall,4
1284,marshall,Kansas,2019,120,"['Committee On Agriculture', 'Committee On Science, Space, And Technology']",Roger W. Marshall,2
1285,maryland,Ohio,2019,1,['Committee On Oversight And Reform'],Maryland,1
1286,massie,Kentucky,2013,339,"['Committee On Oversight And Government Reform', 'Committee On Research And Technology', 'Committee On Science, Space, And Technology', 'Committee On Transportation And Infrastructure']",Thomas Massie,4
1287,massie,Kentucky,2015,319,"['Committee On Oversight And Government Reform', 'Committee On Science, Space, And Technology', 'Committee On Transportation And Infrastructure']",Thomas Massie,3
1288,massie,Kentucky,2017,137,"['Committee On Oversight & Government Reform', 'Committee On Oversight And Government Reform', 'Committee On Science, Space, And Technology', 'Committee On Transportation And Infrastructure']",Thomas Massie,4
1289,massie,Kentucky,2019,193,"['Committee On Oversight And Reform', 'Committee On Transportation And Infrastructure']",Thomas Massie,2
1290,massie,Kentucky,2021,157,"['Committee On Courts, Intellectual Property, And', 'Committee On Crime, Terrorism, And Homeland Security', 'Committee On The Judiciary', 'Committee On Transportation And Infrastructure']",Thomas Massie,4
1291,mast,Florida,2017,268,"['Committee On Economic Opportunity', 'Committee On Foreign Affairs', 'Committee On Health', 'Committee On Transportation And Infrastructure', ""Committee On Veterans' Affairs""]",Brian Mast,5
1292,mast,Florida,2019,176,"['Committee On Foreign Affairs', 'Committee On The Middle East, North Africa, And International', 'Committee On Transportation And Infrastructure']",Brian Mast,3
1293,mast,Florida,2021,108,"['Committee On Foreign Affairs', 'Committee On Transportation And Infrastructure']",Brian Mast,2
1294,matheson,Utah,2013,186,['Committee On Energy And Commerce'],Jim Matheson,1
1295,matsui,California,2013,186,['Committee On Energy And Commerce'],Doris O. Matsui,1
1296,matsui,California,2015,177,['Committee On Energy And Commerce'],Doris O. Matsui,1
1297,matsui,California,2017,175,['Committee On Energy And Commerce'],Doris O. Matsui,1
1298,matsui,California,2019,93,"['Committee On Energy And Commerce', 'Committee On Rules']",Doris O. Matsui,2
1299,matsui,California,2021,32,"['Committee On Energy And Commerce', 'Committee On Rules']",Doris O. Matsui,2
1300,mcadams,Utah,2019,194,"['Committee On Financial Services', 'Committee On Science, Space, And Technology']",Ben Mcadams,2
1301,mcallen,Texas,2019,2,"['Committee On Oversight And Reform', 'Committee On Oversight And Reform']",The U.S.-Mexican Border Town Of Mcallen,2
1302,mcallen,Texas,2021,1,['Committee On Oversight And Reform'],Across Illegally About A Week Ago In Mcallen,1
1303,mcallister,Louisiana,2013,15,['Committee On Agriculture'],Vance M. Mcallister,1
1304,mcbath,Georgia,2019,208,"['Committee On Antitrust, Commercial', 'Committee On Antitrust, Commercial And', 'Committee On Antitrust, Commercial And', 'Committee On Antitrust, Commercial And Administrative Law', 'Committee On Crime, Terrorism, And Homeland Security', 'Committee On Education And Labor', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Judiciary', 'Committee On The Judiciary', 'Committee On Workforce Protections', 'Committee On The Judiciary', 'Committee On The Judiciary']",Lucy Mcbath,12
1305,mcbath,Georgia,2021,121,"['Committee On Antitrust, Commercial,', 'Committee On Crime, Terrorism, And Homeland Security', 'Committee On Education And Labor', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On The Judiciary']",Lucy Mcbath,5
1306,mccarthy,California,2013,100,['Committee On Financial Services'],Kevin Mccarthy,1
1307,mccarthy,New York,2013,192,"['Committee On Early Childhood,', 'Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Early Childhood,Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Financial Services', 'Committee On Higher Education And Workforce Training']",Carolyn Mccarthy,6
1308,mccaul,Texas,2013,501,"['Committee On Foreign Affairs', 'Committee On Homeland Security', 'Committee On Science, Space, And Technology', 'Committee On Border And Maritime Security', 'Committee On Oversight And Management Efficiency', 'Committee On Counterterrorism And Intelligence', 'Committee On Cybersecurity, Infrastructure Protection, And Security', 'Committee On Emergency Preparedness, Response, And Communications', 'Committee On Oversight And Management Efficiency', 'Committee On Transportation Security', 'Committee On Counterterrorism And Intelligence', 'Committee On Cybersecurity, Infrastructure Protection, And Security', 'Committee On Emergency Preparedness, Response, And Communications']",Michael T. Mccaul,13
1309,mccaul,Texas,2015,471,"['Committee On Foreign Affairs', 'Committee On Homeland Security', 'Committee On Science, Space, And Technology', 'Committee On Border And Maritime Security', 'Committee On Counterterrorism And Intelligence', 'Committee On Cybersecurity, Infrastructure Protection, And Security', 'Committee On Emergency Preparedness, Response, And Communications', 'Committee On Oversight And Management Efficiency', 'Committee On Transportation Security']",Michael T. Mccaul,9
1310,mccaul,Texas,2017,323,"['Committee On Foreign Affairs', 'Committee On Homeland Security', 'Committee On Border And Maritime Security', 'Committee On Counterterrorism And Intelligence', 'Committee On Cybersecurity And Infrastructure Protection', 'Committee On Emergency Preparedness, Response, And Communications', 'Committee On Oversight And Management Efficiency', 'Committee On Transportation And Protective Security', 'Committee On Border And Maritime Security', 'Committee On Cybersecurity And Infrastructure Protection', 'Committee On Homeland Security', 'Committee On Oversight And Management Efficiency', 'Committee On Transportation And Protective Security']",Michael T. Mccaul,13
1311,mccaul,Texas,2019,200,"['Committee On Foreign Affairs', 'Committee On Homeland Security']",Michael T. Mccaul,2
1312,mccaul,Texas,2021,127,"['Committee On Foreign Affairs', 'Committee On Homeland Security']",Michael T. Mccaul,2
1313,mccclintock,California,2019,2,['Committee On The Judiciary'],Tom Mccclintock,1
1314,mcclain,Michigan,2021,59,"['Committee On Armed Services', 'Committee On Civil Rights And Human Services', 'Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment', 'Committee On Military Personnel', 'Committee On Readiness']",Lisa C. Mcclain,6
1315,mcclellan,Virginia,2021,1,['Committee On Oversight And Reform'],The Honorable Jennifer Mcclellan,1
1316,mcclintock,California,2013,9,['Committee On The Budget'],Tom Mcclintock,1
1317,mcclintock,California,2015,2,['Committee On The Budget'],Tom Mcclintock,1
1318,mcclintock,California,2017,14,['Committee On The Budget'],Tom Mcclintock,1
1319,mcclintock,California,2019,122,"['Committee On Crime, Terrorism, And Homeland Security', 'Committee On Immigration And Citizenship', 'Committee On Judiciary', 'Committee On The Judiciary']",Tom Mcclintock,4
1320,mcclintock,California,2021,118,"['Committee On Immigration And Citizenship', 'Committee On The Budget', 'Committee On The Constitution, Civil Rights,', 'Committee On The Judiciary']",Tom Mcclintock,4
1321,mcdermott,Washington,2013,94,"['Committee On Health', 'Committee On The Budget', 'Committee On Trade', 'Committee On Ways And Means']",Jim Mcdermott,4
1322,mcdermott,Washington,2015,84,"['Committee On Health', 'Committee On Social Security', 'Committee On The Budget', 'Committee On Ways And Means']",Jim Mcdermott,4
